,data,count
1833,"('te', 'xt_')",1833
1834,"('la', 'p')",1834
1835,"('f', 'la')",1835
1836,"('gr', 'ound_')",1836
1837,"('resu', 'lts_')",1837
1838,"('bu', 'l')",1838
1839,"('ch', 'es_')",1839
1840,"('bu', 'ying_')",1840
1841,"('scre', 'en_')",1841
1842,"('i', 'ma')",1842
1843,"('par', 'ts_')",1843
1844,"('as', 'king_')",1844
1845,"('l', 'ower_')",1845
1846,"('expla', 'in_')",1846
1847,"('he', 'al')",1847
1848,"('wi', 'sh_')",1848
1849,"('da', 'ma')",1849
1850,"('ha', 'ir')",1850
1851,"('s', 'of')",1851
1852,"('tu', 'res_')",1852
1853,"('b', 'en')",1853
1854,"('ma', 'ssage_')",1854
1855,"('vi', 'de')",1855
1856,"('emp', 'ty_')",1856
1857,"('m', 'ed_')",1857
1858,"('be', 'come_')",1858
1859,"('stre', 'et_')",1859
1860,"('an', 'sw')",1860
1861,"('p.', 'm._')",1861
1862,"('wr', 'ap_')",1862
1863,"('brea', 'k_')",1863
1864,"('ce', 'll_')",1864
1865,"('make', 'up_')",1865
1866,"('run', 'ning_')",1866
1867,"('tur', 'ned_')",1867
1868,"('over', 'time_')",1868
1869,"('stom', 'ach_')",1869
1870,"('b', 'ased_')",1870
1871,"('li', 've_')",1871
1872,"('qu', 'ar')",1872
1873,"('lo', 'gi')",1873
1874,"('in', 'gre')",1874
1875,"('ingre', 'di')",1875
1876,"('ha', 'll_')",1876
1877,"('ag', 'ree_')",1877
1878,"('stor', 'es_')",1878
1879,"('p', 'ants_')",1879
1880,"('bur', 'ger_')",1880
1881,"('blu', 'e_')",1881
1882,"('fi', 'ts_')",1882
1883,"('an', 'n')",1883
1884,"('some', 'where_')",1884
1885,"('fo', 'llow_')",1885
1886,"('provi', 'de_')",1886
1887,"('le', 't')",1887
1888,"('wed', 'ne')",1888
1889,"('chin', 'a_')",1889
1890,"('your', 'self_')",1890
1891,"('int', 'ro')",1891
1892,"('star', 'ts_')",1892
1893,"('regu', 'lar_')",1893
1894,"('urg', 'ent_')",1894
1895,"('for', 'tun')",1895
1896,"('ac', 'coun')",1896
1897,"('co', 'ver_')",1897
1898,"('foreig', 'n_')",1898
1899,"('j', 'ec')",1899
1900,"('b', 'all_')",1900
1901,"('at', 'ure_')",1901
1902,"('o', 'b')",1902
1903,"('win', 'd')",1903
1904,"('wr', 'app')",1904
1905,"('certifi', 'c')",1905
1906,"('bo', 'tt')",1906
1907,"('photo', 's_')",1907
1908,"('wedne', 'sday_')",1908
1909,"('p', 'age_')",1909
1910,"('s', 'ou')",1910
1911,"('rep', 'air_')",1911
1912,"('chea', 'p_')",1912
1913,"('k', 'n')",1913
1914,"('cli', 'ent_')",1914
1915,"('s', 'm')",1915
1916,"('cu', 'l')",1916
1917,"('we', 'l')",1917
1918,"('ex', 'hibi')",1918
1919,"('e', 'ty_')",1919
1920,"('ve', 'ge')",1920
1921,"('do', 'ctor_')",1921
1922,"('d', 'an')",1922
1923,"('pre', 'vious_')",1923
1924,"('shipp', 'ed_')",1924
1925,"('jo', 'in_')",1925
1926,"('sp', 'a')",1926
1927,"('s', 'ki')",1927
1928,"('op', 'ini')",1928
1929,"('minu', 'te_')",1929
1930,"('li', 'fe_')",1930
1931,"('li', 'br')",1931
1932,"('p', 'es_')",1932
1933,"('promo', 'tion_')",1933
1934,"('en', 'ter_')",1934
1935,"('nor', 'm')",1935
1936,"('norm', 'ally_')",1936
1937,"('ann', 'oun')",1937
1938,"('ap', 'poin')",1938
1939,"('cosme', 'tics_')",1939
1940,"('lo', 'se_')",1940
1941,"('materi', 'als_')",1941
1942,"('an', 'ti')",1942
1943,"('b', 'ack')",1943
1944,"('mo', 'ving_')",1944
1945,"('uni', 'versi')",1945
1946,"('ma', 'j')",1946
1947,"('re', 'view_')",1947
1948,"('por', 'k_')",1948
1949,"('see', 'ing_')",1949
1950,"('di', 'sa')",1950
1951,"('inclu', 'ded_')",1951
1952,"('p', 'ower_')",1952
1953,"('pp', 'ed_')",1953
1954,"('br', 'and_')",1954
1955,"('ce', 'ss')",1955
1956,"('gla', 'd_')",1956
1957,"('am', 'ong_')",1957
1958,"('who', 'le_')",1958
1959,"('av', 'y_')",1959
1960,"('gr', 'y_')",1960
1961,"('libr', 'ary_')",1961
1962,"('ca', 'mer')",1962
1963,"('w', 'om')",1963
1964,"('p', 'ain_')",1964
1965,"('direc', 'tion_')",1965
1966,"('ro', 'ss_')",1966
1967,"('n', 'er')",1967
1968,"('com', 'men')",1968
1969,"('p', 'ool_')",1969
1970,"('purch', 'ased_')",1970
1971,"('ta', 'ken_')",1971
1972,"('condi', 'tion')",1972
1973,"('fi', 'le_')",1973
1974,"('bag', 'gage_')",1974
1975,"('shi', 'rt_')",1975
1976,"('pa', 'st_')",1976
1977,"('pa', 'st')",1977
1978,"('app', 'reci')",1978
1979,"('comp', 'eti')",1979
1980,"('universi', 'ty_')",1980
1981,"('pa', 'ti')",1981
1982,"('mo', 'ved_')",1982
1983,"('ele', 'c')",1983
1984,"('inst', 'all')",1984
1985,"('so', 'l')",1985
1986,"('re', 'qui')",1986
1987,"('de', 'al_')",1987
1988,"('c', 'y_')",1988
1989,"('star', 'ting_')",1989
1990,"('reser', 'ved_')",1990
1991,"('ic', 'k_')",1991
1992,"('k', 'er_')",1992
1993,"('easi', 'ly_')",1993
1994,"('stan', 'ding_')",1994
1995,"('qua', 'lity_')",1995
1996,"('se', 'curi')",1996
1997,"('ingredi', 'ents_')",1997
1998,"('pro', 'per')",1998
1999,"('li', 'cen')",1999
2000,"('ques', 'tion_')",2000
2001,"('sur', 'pri')",2001
2002,"('mi', 'ssing_')",2002
2003,"('t', 'ary_')",2003
2004,"('a', '.')",2004
2005,"('h', 'un')",2005
2006,"('coun', 'ter_')",2006
2007,"('nood', 'les_')",2007
2008,"('fin', 'al_')",2008
2009,"('sudd', 'en_')",2009
2010,"('mon', 'day_')",2010
2011,"('v', 'en_')",2011
2012,"('regar', 'ding_')",2012
2013,"('con', 'gr')",2013
2014,"('congr', 'atu')",2014
2015,"('bi', 'll_')",2015
2016,"('s', 'k_')",2016
2017,"('tast', 'es_')",2017
2018,"('ab', 'road_')",2018
2019,"('gener', 'al_')",2019
2020,"('reque', 'sted_')",2020
2021,"('lo', 'cal_')",2021
2022,"('produc', 'tion_')",2022
2023,"('de', 'stin')",2023
2024,"('all', 'owed_')",2024
2025,"('comple', 'ted_')",2025
2026,"('ga', 'me_')",2026
2027,"('gi', 'ving_')",2027
2028,"('certific', 'ate_')",2028
2029,"('ord', 'ers_')",2029
2030,"('en', 'ti')",2030
2031,"('curr', 'ency_')",2031
2032,"('mo', 'ther_')",2032
2033,"('ki', 'd_')",2033
2034,"('at', 'ter')",2034
2035,"('fac', 'tory_')",2035
2036,"('lap', 'top_')",2036
2037,"('str', 'ong_')",2037
2038,"('wal', 'let_')",2038
2039,"('hom', 'e')",2039
2040,"('regi', 'stration_')",2040
2041,"('cor', 'ner_')",2041
2042,"('su', 'gge')",2042
2043,"('any', 'more_')",2043
2044,"('re', 'commen')",2044
2045,"('ma', 'l_')",2045
2046,"('s', 'li')",2046
2047,"('oo', 't_')",2047
2048,"('te', 'a_')",2048
2049,"('an', 'g')",2049
2050,"('lo', 'ts_')",2050
2051,"('stic', 'k_')",2051
2052,"('com', 'mo')",2052
2053,"('won', 'der_')",2053
2054,"('y', 's_')",2054
2055,"('securi', 'ty_')",2055
2056,"('sc', 'al')",2056
2057,"('st', 'airs_')",2057
2058,"('appoin', 'tment_')",2058
2059,"('exhibi', 'tion_')",2059
2060,"('ac', 'ks_')",2060
2061,"('ton', 'ight_')",2061
2062,"('appli', 'cation_')",2062
2063,"('ta', 'x_')",2063
2064,"('l', 'der_')",2064
2065,"('s', 'mo')",2065
2066,"('f', 'lu')",2066
2067,"('ac', 'commo')",2067
2068,"('pas', 'sed_')",2068
2069,"('cance', 'led_')",2069
2070,"('camer', 'a_')",2070
2071,"('destin', 'ation_')",2071
2072,"('inclu', 'ding_')",2072
2073,"('se', 'ver')",2073
2074,"('docu', 'ment_')",2074
2075,"('gradu', 'ation_')",2075
2076,"('le', 'g')",2076
2077,"('sme', 'll_')",2077
2078,"('pic', 'tures_')",2078
2079,"('swe', 'et_')",2079
2080,"('d', 'ouble_')",2080
2081,"('direc', 'tly_')",2081
2082,"('curr', 'ent_')",2082
2083,"('ex', 'act_')",2083
2084,"('li', 'mit_')",2084
2085,"('en', 'd')",2085
2086,"('min', 'i')",2086
2087,"('sp', 'eak_')",2087
2088,"('ne', 'ss_')",2088
2089,"('min', 'e_')",2089
2090,"('be', 'er_')",2090
2091,"('tra', 'ining_')",2091
2092,"('licen', 'se_')",2092
2093,"('sig', 'ned_')",2093
2094,"('a', 'po')",2094
2095,"('li', 'st')",2095
2096,"('se', 'le')",2096
2097,"('b', 'as')",2097
2098,"('in', 've')",2098
2099,"('i', 'gh')",2099
2100,"('intere', 'sted_')",2100
2101,"('t', 'ted_')",2101
2102,"('e', 'ly_')",2102
2103,"('b', 's_')",2103
2104,"('ser', 'i')",2104
2105,"('ca', 'f_')",2105
2106,"('di', 'et_')",2106
2107,"('e', 'ye_')",2107
2108,"('tou', 'ri')",2108
2109,"('in', 'convenience_')",2109
2110,"('proper', 'ly_')",2110
2111,"('bu', 'ses_')",2111
2112,"('materi', 'al_')",2112
2113,"('c', 'c')",2113
2114,"('proble', 'ms_')",2114
2115,"('g', 'ger_')",2115
2116,"('pre', 'fer_')",2116
2117,"('a', 'ma')",2117
2118,"('lear', 'n_')",2118
2119,"('he', 'ld_')",2119
2120,"('si', 'ck_')",2120
2121,"('t', 'ch')",2121
2122,"('p.', 'm_')",2122
2123,"('br', 'an')",2123
2124,"('r', 'd_')",2124
2125,"('kin', 'ds_')",2125
2126,"('te', 'ly_')",2126
2127,"('si', 'cal_')",2127
2128,"('de', 'pen')",2128
2129,"('ele', 'v')",2129
2130,"('ac', 'tor_')",2130
2131,"('dis', 'cu')",2131
2132,"('f', 'ur')",2132
2133,"('ou', 'd_')",2133
2134,"('he', 'avy_')",2134
2135,"('sh', 'are_')",2135
2136,"('as', 'si')",2136
2137,"('me', 'ssage_')",2137
2138,"('tr', 'ouble_')",2138
2139,"('m', 'p_')",2139
2140,"('fac', 'i')",2140
2141,"('e', 'yes_')",2141
2142,"('op', 'ened_')",2142
2143,"('d', 'ar')",2143
2144,"('sp', 'e')",2144
2145,"('wan', 'ts_')",2145
2146,"('or', 'ed_')",2146
2147,"('fo', 'cu')",2147
2148,"('consu', 'l')",2148
2149,"('trav', 'eling_')",2149
2150,"('at', 'tend_')",2150
2151,"('movi', 'es_')",2151
2152,"('su', 'it_')",2152
2153,"('adu', 'lts_')",2153
2154,"('s', 'ound_')",2154
2155,"('bi', 'gger_')",2155
2156,"('a', 'head_')",2156
2157,"('com', 'pared_')",2157
2158,"('mi', 'ssion_')",2158
2159,"('y', 'er_')",2159
2160,"('bag', 's_')",2160
2161,"('me', 'als_')",2161
2162,"('shi', 'pment_')",2162
2163,"('f', 'f_')",2163
2164,"('mu', 'sc')",2164
2165,"('bu', 'd')",2165
2166,"('fre', 'sh_')",2166
2167,"('j', 'u_')",2167
2168,"('some', 'times_')",2168
2169,"('de', 'fin')",2169
2170,"('vide', 'o_')",2170
2171,"('ti', 's')",2171
2172,"('tom', 'a')",2172
2173,"('re', 'por')",2173
2174,"('t', 'wi')",2174
2175,"('chan', 'ges_')",2175
2176,"('re', 'al_')",2176
2177,"('wa', 'sh_')",2177
2178,"('li', 'on_')",2178
2179,"('wind', 'ow_')",2179
2180,"('cele', 'bri')",2180
2181,"('k', 'g_')",2181
2182,"('st', 'ance_')",2182
2183,"('l', 'ow')",2183
2184,"('b', 'ar_')",2184
2185,"('pre', 'par')",2185
2186,"('p', 'ts_')",2186
2187,"('re', 'la')",2187
2188,"('be', 'gin')",2188
2189,"('appreci', 'ate_')",2189
2190,"('speci', 'ally_')",2190
2191,"('bu', 'tton_')",2191
2192,"('per', 'm_')",2192
2193,"('lev', 'el_')",2193
2194,"('stu', 'di')",2194
2195,"('st', 'ory_')",2195
2196,"('fe', 'lt_')",2196
2197,"('e', 's')",2197
2198,"('p', 'ow')",2198
2199,"('d', 'ge_')",2199
2200,"('c', 'ed_')",2200
2201,"('b', 'read_')",2201
2202,"('pi', 'zz')",2202
2203,"('at', 'ta')",2203
2204,"('swi', 'm')",2204
2205,"('ap', 'p_')",2205
2206,"('tab', 'les_')",2206
2207,"('schedu', 'led_')",2207
2208,"('fi', 've_')",2208
2209,"('t', 'or')",2209
2210,"('an', 'g_')",2210
2211,"('on', 'g')",2211
2212,"('b', 'by_')",2212
2213,"('pre', 'scri')",2213
2214,"('all', 'er')",2214
2215,"('re', 'st')",2215
2216,"('im', 'medi')",2216
2217,"('po', 'st_')",2217
2218,"('m', 'r')",2218
2219,"('er', 'r')",2219
2220,"('defin', 'ite')",2220
2221,"('definite', 'ly_')",2221
2222,"('ous', 'ly_')",2222
2223,"('quar', 'ter_')",2223
2224,"('origin', 'al_')",2224
2225,"('si', 'mple_')",2225
2226,"('elev', 'ator_')",2226
2227,"('s', 'atur')",2227
2228,"('fa', 'ster_')",2228
2229,"('effec', 'tive_')",2229
2230,"('lo', 'ad_')",2230
2231,"('en', 'ded_')",2231
2232,"('con', 'fu')",2232
2233,"('plan', 's_')",2233
2234,"('p', 'le_')",2234
2235,"('po', 'p_')",2235
2236,"('i', 'se_')",2236
2237,"('wom', 'en_')",2237
2238,"('t', 'ch_')",2238
2239,"('sn', 'acks_')",2239
2240,"('p', 'tion_')",2240
2241,"('po', 'se_')",2241
2242,"('st', 'at')",2242
2243,"('li', 'zed_')",2243
2244,"('we', 'aring_')",2244
2245,"('fi', 'l')",2245
2246,"('c', 'ent_')",2246
2247,"('car', 'ry_')",2247
2248,"('clo', 'sed_')",2248
2249,"('apo', 'logi')",2249
2250,"('be', 'au')",2250
2251,"('wal', 'king_')",2251
2252,"('ab', '_')",2252
2253,"('con', 'sum')",2253
2254,"('for', 'e')",2254
2255,"('n', 'atur')",2255
2256,"('ter', 'min')",2256
2257,"('ju', 'ice_')",2257
2258,"('pay', 'ing_')",2258
2259,"('cop', 'y_')",2259
2260,"('mi', 'tted_')",2260
2261,"('sh', 'ows_')",2261
2262,"('char', 'ac')",2262
2263,"('st', 'aying_')",2263
2264,"('se', 'me')",2264
2265,"('b', 'and_')",2265
2266,"('fortun', 'ately_')",2266
2267,"('ca', 'fe_')",2267
2268,"('hun', 'gry_')",2268
2269,"('ligh', 'ts_')",2269
2270,"('sal', 'ad_')",2270
2271,"('depen', 'ding_')",2271
2272,"('ac', 'tion_')",2272
2273,"('particip', 'ate_')",2273
2274,"('seme', 'ster_')",2274
2275,"('jap', 'an')",2275
2276,"('japan', 'ese_')",2276
2277,"('clean', 'ing_')",2277
2278,"('comp', 'li')",2278
2279,"('accoun', 'ting_')",2279
2280,"('expen', 'se_')",2280
2281,"('ner', 'v')",2281
2282,"('nerv', 'ous_')",2282
2283,"('lea', 'der_')",2283
2284,"('answ', 'er_')",2284
2285,"('im', 'possible_')",2285
2286,"('em', 'er')",2286
2287,"('st', 'ered_')",2287
2288,"('poli', 'ce_')",2288
2289,"('t', 'oo')",2289
2290,"('in', 'vo')",2290
2291,"('n', 'am_')",2291
2292,"('de', 'p')",2292
2293,"('comple', 'te_')",2293
2294,"('condition', 'er_')",2294
2295,"('c', 'ting_')",2295
2296,"('car', 'ds_')",2296
2297,"('disp', 'lay_')",2297
2298,"('m', 'ou')",2298
2299,"('as', 'on')",2299
2300,"('g', 'ency_')",2300
2301,"('li', 'ked_')",2301
2302,"('nee', 'ded_')",2302
2303,"('mi', 'd')",2303
2304,"('ty', 'pes_')",2304
2305,"('custom', 's_')",2305
2306,"('plac', 'ed_')",2306
2307,"('si', 'des_')",2307
2308,"('f', 'le')",2308
2309,"('im', 'pro')",2309
2310,"('won', 'dering_')",2310
2311,"('ke', 'y_')",2311
2312,"('wor', 'ld_')",2312
2313,"('maj', 'or_')",2313
2314,"('sa', 'm')",2314
2315,"('visi', 'ting_')",2315
2316,"('f', 'all_')",2316
2317,"('restaur', 'ants_')",2317
2318,"('bo', 'ar')",2318
2319,"('down', 'town_')",2319
2320,"('rest', 'room_')",2320
2321,"('ch', 'air_')",2321
2322,"('kee', 'ps_')",2322
2323,"('e', 'ld_')",2323
2324,"('gu', 'ar')",2324
2325,"('gh', 'ter_')",2325
2326,"('ama', 'zing_')",2326
2327,"('g', 'ers_')",2327
2328,"('f', 'oun')",2328
2329,"('emer', 'gency_')",2329
2330,"('gh', 'ts_')",2330
2331,"('w', 'ine_')",2331
2332,"('reserv', 'ations_')",2332
2333,"('ma', 'in')",2333
2334,"('plan', 'ned_')",2334
2335,"('av', 'o')",2335
2336,"('boo', 'k')",2336
2337,"('contin', 'ue_')",2337
2338,"('al', 'co')",2338
2339,"('e', 'specially_')",2339
2340,"('lan', 'gu')",2340
2341,"('ba', 'sic_')",2341
2342,"('di', 'sch')",2342
2343,"('disch', 'ar')",2343
2344,"('dama', 'ged_')",2344
2345,"('bud', 'get_')",2345
2346,"('fi', 'eld_')",2346
2347,"('immedi', 'ately_')",2347
2348,"('recei', 'pts_')",2348
2349,"('ci', 'r')",2349
2350,"('noti', 'ce_')",2350
2351,"('al', 'ong_')",2351
2352,"('cat', 'ch_')",2352
2353,"('fi', 'ed_')",2353
2354,"('be', 'ef_')",2354
2355,"('post', 'p')",2355
2356,"('n', 's_')",2356
2357,"('sal', 'ary_')",2357
2358,"('vari', 'ous_')",2358
2359,"('happ', 'ens_')",2359
2360,"('stud', 'ying_')",2360
2361,"('ye', 'llow_')",2361
2362,"('ca', 'u')",2362
2363,"('e', 'ce_')",2363
2364,"('nor', 'mal_')",2364
2365,"('satur', 'day_')",2365
2366,"('si', 'tting_')",2366
2367,"('ima', 'ge_')",2367
2368,"('p', 'en_')",2368
2369,"('mi', 'ssed_')",2369
2370,"('b', 'atter')",2370
2371,"('fi', 'xed_')",2371
2372,"('te', 'ch')",2372
2373,"('fe', 'eling_')",2373
2374,"('cr', 'ow')",2374
2375,"('m', 'ac')",2375
2376,"('m', 'al')",2376
2377,"('li', 'p')",2377
2378,"('ver', 'age_')",2378
2379,"('se', 'af')",2379
2380,"('seaf', 'ood_')",2380
2381,"('man', 'u')",2381
2382,"('ter', 'm_')",2382
2383,"('x', 'i')",2383
2384,"('fav', 'ori')",2384
2385,"('r', 'ou')",2385
2386,"('bo', 'ttle_')",2386
2387,"('go', 'al_')",2387
2388,"('bl', 'an')",2388
2389,"('pri', 'ces_')",2389
2390,"('any', 'where_')",2390
2391,"('sc', 'ar')",2391
2392,"('m', 'en_')",2392
2393,"('do', 'g_')",2393
2394,"('is', 'land_')",2394
2395,"('me', 'tho')",2395
2396,"('mr', '._')",2396
2397,"('fin', 'ally_')",2397
2398,"('fe', 'sti')",2398
2399,"('we', 'ird_')",2399
2400,"('cer', 'e')",2400
2401,"('tou', 'ch_')",2401
2402,"('drin', 'king_')",2402
2403,"('in', 'k_')",2403
2404,"('so', 'lu')",2404
2405,"('n', 'ow')",2405
2406,"('stop', 's_')",2406
2407,"('shop', 's_')",2407
2408,"('g', 'in_')",2408
2409,"('loc', 'ated_')",2409
2410,"('twi', 'ce_')",2410
2411,"('ag', 're')",2411
2412,"('exce', 'pt_')",2412
2413,"('colle', 'ge_')",2413
2414,"('ro', 'te_')",2414
2415,"('cor', 'por')",2415
2416,"('apologi', 'ze_')",2416
2417,"('c', 'ook_')",2417
2418,"('re', 'search_')",2418
2419,"('b', 'orrow_')",2419
2420,"('ben', 'e')",2420
2421,"('sp', 'o')",2421
2422,"('pi', 'ece_')",2422
2423,"('swim', 'ming_')",2423
2424,"('e', 'ye')",2424
2425,"('te', 'x')",2425
2426,"('w', 'rote_')",2426
2427,"('st', 'and')",2427
2428,"('re', 'view')",2428
2429,"('be', 'ach_')",2429
2430,"('favori', 'te_')",2430
2431,"('trav', 'el')",2431
2432,"('fe', 'ver_')",2432
2433,"('mil', 'k_')",2433
2434,"('ha', 'm')",2434
2435,"('ph', 'y')",2435
2436,"('b', 'lo')",2436
2437,"('f', 'our_')",2437
2438,"('sp', 'a_')",2438
2439,"('v', 'ac')",2439
2440,"('inst', 'all_')",2440
2441,"('as', 'ing_')",2441
2442,"('k', 'ers_')",2442
2443,"('gi', 'r')",2443
2444,"('mu', 'l')",2444
2445,"('jap', 'an_')",2445
2446,"('ai', 'l_')",2446
2447,"('all', 'er_')",2447
2448,"('dep', 'ends_')",2448
2449,"('pizz', 'a_')",2449
2450,"('confir', 'med_')",2450
2451,"('fa', 'u')",2451
2452,"('ve', 'ly_')",2452
2453,"('pre', 'sident_')",2453
2454,"('in', 'divi')",2454
2455,"('indivi', 'du')",2455
2456,"('c', 'tions_')",2456
2457,"('intere', 'sting_')",2457
2458,"('f', 'an_')",2458
2459,"('z', 'es_')",2459
2460,"('am', 'es_')",2460
2461,"('te', 'lling_')",2461
2462,"('pati', 'ent_')",2462
2463,"('c', 'ool_')",2463
2464,"('incre', 'ased_')",2464
2465,"('e', 'u')",2465
2466,"('exp', 'ect_')",2466
2467,"('al', 'u')",2467
2468,"('su', 'c')",2468
2469,"('fin', 'an')",2469
2470,"('comple', 'tely_')",2470
2471,"('mat', 'ch_')",2471
2472,"('re', 'co')",2472
2473,"('ac', 'ross_')",2473
2474,"('am', 'er')",2474
2475,"('amer', 'ic')",2475
2476,"('spor', 'ts_')",2476
2477,"('ne', 'igh')",2477
2478,"('discoun', 'ts_')",2478
2479,"('resu', 'lt_')",2479
2480,"('dr', 'aw')",2480
2481,"('fe', 'es_')",2481
2482,"('d', 'ad_')",2482
2483,"('wel', 'come_')",2483
2484,"('c', 'ri')",2484
2485,"('condi', 'tion_')",2485
2486,"('g', 'y')",2486
2487,"('n', 'ers_')",2487
2488,"('j', 'un')",2488
2489,"('ver', 's_')",2489
2490,"('read', 'ing_')",2490
2491,"('cla', 'sses_')",2491
2492,"('men', 'tion')",2492
2493,"('boo', 'king_')",2493
2494,"('week', 'ends_')",2494
2495,"('li', 'mi')",2495
2496,"('of', 'f')",2496
2497,"('gre', 'en_')",2497
2498,"('fi', 're_')",2498
2499,"('fi', 'x_')",2499
2500,"('li', 'es_')",2500
2501,"('wor', 'd_')",2501
2502,"('inter', 'national_')",2502
2503,"('op', 'po')",2503
2504,"('c', 'ated_')",2504
2505,"('ter', 'ri')",2505
2506,"('e', 'qui')",2506
2507,"('war', 'm_')",2507
2508,"('al', 'le')",2508
2509,"('ne', 'l_')",2509
2510,"('usu', 'al_')",2510
2511,"('u', 'se')",2511
2512,"('fru', 'it_')",2512
2513,"('ne', 'cess')",2513
2514,"('sever', 'al_')",2514
2515,"('gr', 'ap')",2515
2516,"('bus', 'an_')",2516
2517,"('heal', 'th_')",2517
2518,"('sh', 'or')",2518
2519,"('go', 'tten_')",2519
2520,"('atten', 'tion_')",2520
2521,"('wri', 'ting_')",2521
2522,"('ad', 'ded_')",2522
2523,"('mention', 'ed_')",2523
2524,"('i', 'or_')",2524
2525,"('ligh', 'tly_')",2525
2526,"('ll', 'a_')",2526
2527,"('care', 'fully_')",2527
2528,"('festi', 'val_')",2528
2529,"('adverti', 'sement_')",2529
2530,"('l', 'oud_')",2530
2531,"('ter', 'ms_')",2531
2532,"('ther', 'ap')",2532
2533,"('dar', 'k_')",2533
2534,"('st', 'ly_')",2534
2535,"('congratu', 'lations_')",2535
2536,"('br', 'u')",2536
2537,"('ki', 'tch')",2537
2538,"('s', 'er_')",2538
2539,"('ad', 's_')",2539
2540,"('de', 'po')",2540
2541,"('depo', 'sit_')",2541
2542,"('che', 'ese_')",2542
2543,"('regi', 'stered_')",2543
2544,"('eng', 'th_')",2544
2545,"('un', 'it_')",2545
2546,"('car', 's_')",2546
2547,"('sc', 'en')",2547
2548,"('wrapp', 'ing_')",2548
2549,"('sm', 'aller_')",2549
2550,"('spa', 'ce_')",2550
2551,"('rec', 'ru')",2551
2552,"('i', 'den')",2552
2553,"('depar', 'ture_')",2553
2554,"('tri', 'es_')",2554
2555,"('enc', 'es_')",2555
2556,"('past', 'a_')",2556
2557,"('t', 'ar')",2557
2558,"('f', 'oods_')",2558
2559,"('win', 'ter_')",2559
2560,"('b', 'ow')",2560
2561,"('char', 'ged_')",2561
2562,"('an', 'nu')",2562
2563,"('annu', 'al_')",2563
2564,"('sc', 'ent_')",2564
2565,"('boar', 'ding_')",2565
2566,"('hospi', 'ta')",2566
2567,"('sc', 'ore_')",2567
2568,"('ex', 'changed_')",2568
2569,"('d', 'ye_')",2569
2570,"('th', 'ur')",2570
2571,"('cu', 'lar_')",2571
2572,"('al', 'though_')",2572
2573,"('op', 'tion_')",2573
2574,"('oppo', 'site_')",2574
2575,"('re', 'vi')",2575
2576,"('hand', 'le_')",2576
2577,"('manag', 'ement_')",2577
2578,"('beau', 'ti')",2578
2579,"('fa', 'ther_')",2579
2580,"('mu', 'm_')",2580
2581,"('aller', 'gi')",2581
2582,"('de', 'sign')",2582
2583,"('bene', 'fits_')",2583
2584,"('easi', 'er_')",2584
2585,"('ex', 'clu')",2585
2586,"('clo', 'thing_')",2586
2587,"('leg', 'al_')",2587
2588,"('h', 'it_')",2588
2589,"('surpri', 'sed_')",2589
2590,"('ke', 'pt_')",2590
2591,"('li', 'ties_')",2591
2592,"('st', 'eak_')",2592
2593,"('o', 'il_')",2593
2594,"('h', 'ood_')",2594
2595,"('ser', 'ved_')",2595
2596,"('fe', 'et_')",2596
2597,"('therap', 'y_')",2597
2598,"('wat', 'er')",2598
2599,"('in', 'e')",2599
2600,"('ph', 'ones_')",2600
2601,"('t', 'ally_')",2601
2602,"('th', 'ers_')",2602
2603,"('om', 'e')",2603
2604,"('fe', 'll_')",2604
2605,"('alco', 'ho')",2605
2606,"('alcoho', 'l_')",2606
2607,"('saf', 'e_')",2607
2608,"('intro', 'duc')",2608
2609,"('k', 'im')",2609
2610,"('ri', 'er_')",2610
2611,"('qu', 'anti')",2611
2612,"('a', 'in')",2612
2613,"('cont', 'ro')",2613
2614,"('dan', 'ger')",2614
2615,"('comm', 'erci')",2615
2616,"('comp', 'la')",2616
2617,"('enti', 're_')",2617
2618,"('de', 'ad')",2618
2619,"('accommo', 'dation_')",2619
2620,"('curi', 'ous_')",2620
2621,"('pl', 'es_')",2621
2622,"('kitch', 'en_')",2622
2623,"('ach', 'e_')",2623
2624,"('thr', 'ow_')",2624
2625,"('qu', 'ick_')",2625
2626,"('beauti', 'ful_')",2626
2627,"('li', 'ving_')",2627
2628,"('re', 's')",2628
2629,"('lip', 'stick_')",2629
2630,"('gla', 'ss_')",2630
2631,"('danger', 'ous_')",2631
2632,"('co', 'ke_')",2632
2633,"('in', 'qui')",2633
2634,"('confir', 'm_')",2634
2635,"('m', 'et_')",2635
2636,"('bi', 'le_')",2636
2637,"('b', 'er_')",2637
2638,"('crow', 'ded_')",2638
2639,"('lo', 'ss_')",2639
2640,"('su', 'i')",2640
2641,"('posi', 'tion_')",2641
2642,"('in', 'spec')",2642
2643,"('dro', 'p_')",2643
2644,"('l', 'ying_')",2644
2645,"('coup', 'le_')",2645
2646,"('ex', 'i')",2646
2647,"('gr', 'ade_')",2647
2648,"('au', 'ghter_')",2648
2649,"('men', 'tary_')",2649
2650,"('let', 'ter_')",2650
2651,"('d', 'ance_')",2651
2652,"('announ', 'ce')",2652
2653,"('lin', 'es_')",2653
2654,"('sle', 'e')",2654
2655,"('acti', 'vi')",2655
2656,"('bo', 'y')",2656
2657,"('sh', 'ower_')",2657
2658,"('com', 'b')",2658
2659,"('deta', 'il_')",2659
2660,"('metho', 'd_')",2660
2661,"('mi', 'gr')",2661
2662,"('fo', 'll')",2662
